ID,ace,af,ak,am,an,ang,ar,arc,arz,as,ast,av,ay,az,azb,ba,bar,bcl,be,be-tarask,bg,bho,bjn,bm,bn,bo,bpy,br,bs,bxr,ca,cdo,ce,ceb,chr,ckb,co,cs,csb,cv,cy,da,de,din,diq,dty,dv,ee,el,eml,en,eo,es,et,eu,ext,fa,ff,fi,fo,fr,frr,fur,fy,ga,gag,gan,gd,gl,glk,gn,gom,gsw,gu,gv,ha,hak,haw,he,hi,hif,hr,ht,hu,hy,ia,id,ig,ilo,io,is,it,ja,jam,jbo,jv,ka,kaa,kbp,kg,ki,kk,kl,km,kn,ko,koi,krc,ksh,ku,ky,la,lb,lbe,lez,lfn,lg,li,lij,lmo,ln,lo,lt,lv,lzh,mai,mdf,mg,mhr,min,mk,ml,mn,mr,ms,mt,mwl,my,myv,mzn,nah,nan,nap,nb,nds,ne,new,nl,nn,nso,nv,ny,oc,om,or,os,pa,pam,pap,pcd,pdc,pl,pms,pnb,ps,pt,qu,rmy,rn,ro,ru,rue,rup,rw,sa,sah,sat,sc,scn,sco,sd,se,sgs,sh,si,sk,sl,sn,so,sq,sr,ss,st,su,sv,sw,szl,ta,tcy,te,tg,th,ti,tk,tl,tn,tpi,tr,ts,tt,tum,tyv,udm,ug,uk,ur,uz,ve,vec,vep,vi,vls,vro,wa,war,wo,wuu,xh,xmf,yi,yo,yue,za,zea,zh,zu
DOID:288,,,,,,,عضال غدي رحمي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adenomyóza,,,,,,,,,,,,,endometriosis of uterus,,adenomiosis,,,,,,,,adénomyose,,,,,,,,,,,,,,,,,,אדנומיוזיס,,,Adenomioza,,,,,,,,,,adenomiosi,,,,,,,,,,,,,,adenomyosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adenomyose,,,,,,,,,,,,,,,,,,adenomiose,,,,,,,,,,,,,,,,,,,,Adenomyóza maternice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lạc nội mạc tử cung,,,,,,,,,,,,,,子宫腺肌病,
DOID:2883,,,,,,,ضخامة البروستات,,,,,,,,,,,,,,,,,,,,,,,,hiperplàsia benigna de pròstata,,,,,,,benigní hyperplazie prostaty,,,,,Benigne Prostatahyperplasie,,,,ޕްރޮސްޓޭޓް އާދަޔާ ޚިލާފަށް ބޮޑުވުން,,Καλοήθης υπερπλασία προστάτη,,prostatic hypertrophy,,hiperplasia benigna de próstata,,,,هایپرپلازی خوش‌خیم پروستات,,Eturauhasen liikakasvu,,hypertrophie bénigne de la prostate,,,,,,,,,,,,,,,,,,הגדלה שפירה של הערמונית,,,,,,Շագանակագեղձի բարորակ գերաճ,,,,,,,ipertrofia prostatica benigna,前立腺肥大症,,,,პროსტატის კეთილთვისებიანი ჰიპერპლაზია,,,,,,,,,전립선비대증,,,,,Простата безинин аденомасы,,,,,,,,,,,,Prostatos adenoma,,,,,,,,Бенигна хиперплазија на простатата,,,,Hiperplasia prostat benigna,,,,,,,,,Godartet prostataforstørrelse,,,,Benigne prostaathyperplasie,godarta prostataforstørring,,,,,,ବିନାଇନ ପ୍ରୋସ୍ଟାଟିକ ହାଇପରପ୍ଲାସିଆ,,,,,,,Łagodny rozrost gruczołu krokowego,,,,hiperplasia prostática benigna,,,,Hiperplazia benignă de prostată,Аденома простаты,,,,,,,,,,,,,Benigno uvećanje prostate,,benígna hyperplázia prostaty,,,,,Бенигно увећање простате,,,,benign prostatahyperplasi,,,தீதிலி முன்னிற்குஞ்சுரப்பி மிகைப்பெருக்கம்,,,,การเจริญเกินของต่อมลูกหมาก,,,,,,,,,,,,,Доброякісна гіперплазія передміхурової залози,,,,,,U xơ tiền liệt tuyến,,,,,,,,,,,,,,良性前列腺增生症,
DOID:289,,,,,,,انتباذ بطاني رحمي,,,,Endometriosis,,,,,,,,,,Ендометриоза,,,,,,,,Endometrioza,,endometriosi,,,,,,,endometrióza,,,,endometriose,Endometriose,,,,,,Ενδομητρίωση,,endometriosis,Endometriozo,endometriosis,Endometrioos,,,آندومتریوز,,Endometrioosi,,endométriose,,,,Inmheatróis,,,,Endometriose,,,,,,,,,,אנדומטריוזיס,,,Endometrioza,Andomètr,Endometriózis,Էնդոմետրիոզ,,Endometriosis,,,,,endometriosi,子宮内膜症,,,Endometriosis,ენდომეტრიოზი,,,,,,,,,자궁내막증,,,,,,,,,,,,,,,,,Endometriozė,,,,,,,,Ендометриоза,,,,Endometriosis,,,,,,,,,endometriose,,,,endometriose,endometriose,,,,,,ଏଣ୍ଡୋମେଟ୍ରିଓସିସ,,,,,,,Endometrioza,,,,endometriose,,,,Endometrioză,Эндометриоз,,,,,,,,,,,,,Endometrioza,,,Endometrioza,,,,Endometrioza,,,,endometrios,Endometriosisi,,இடமகல் கருப்பை அகப்படலம்,,,,,,,,,,Endometriosis,,,,,,,Ендометріоз,,,,,,Lạc nội mạc tử cung,,,,,,,,,,,,,,子宮內膜異位症,
DOID:2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adenom štítné žlázy,,,,,Schilddrüsenadenom,,,,,,,,thyroid adenoma,,Adenoma tiroideo tóxico,,,,آدنوم تیروئید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аденома щитовидной железы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аденома щитоподібної залози,,,,,,,,,,,,,,,,,,,,,
DOID:2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рабдитозы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2907,,,,,,,متلازمة جولدينهار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goldenhar-Syndrom,,,,,,,,Goldenhar syndrome,,Síndrome de Goldenhar,,,,,,Goldenharin oireyhtymä,,Syndrome de Goldenhar,,,,,,,,,,,,,,,,,,תסמונת גולדנהר,,,,,,,,,,,,,sindrome di Goldenhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zespół Goldenhara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,goldenhar syndrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2908,,,,,,,متلازمة تريتشر كولينز,,,,,,,,,,,,,,,,,,,,,,,,síndrome de Treacher Collins,,,,,,,Treacher Collinsův syndrom,,,,,Treacher-Collins-Syndrom,,,,,,Σύνδρομο Treacher-Collins,,Treacher Collins syndrome,,síndrome de Treacher Collins,,,,سندرم تریچر کالینز,,,,syndrome de Treacher Collins,,,,,,,,,,,,,,,,,,,,,,,,,,Sindrom Treacher Collins,,,,,sindrome di Treacher Collins,トリーチャーコリンズ症候群,,,,,,,,,Тричер Коллинз синдромы,,,,트리처 콜린스 증후군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treacher Collins syndrom,,,,Syndroom van Treacher Collins,,,,,,,ଟ୍ରିଚର କୋଲିନସ ସିଣ୍ଡ୍ରୋମ,,,,,,,Dyzostoza żuchwowo-twarzowa,,,,síndrome de Treacher Collins,,,,Sindrom Treacher-Collins,Синдром Тричера Коллинза,,,,,,,,,,,,,,,,,,,,,,,,Treacher Collins syndrom,,,,,,,กลุ่มอาการเทรเชอร์ คอลลินส์,,,,,,,,,,,,,,,,,,,Hội chứng Treacher Collins,,,,,,,,,,,,,,,
DOID:2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,septic abortion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2913,,,,,,,التهاب البنكرياس الحاد,,,,,,,Kəskin pankreatit,,,,,,,,,,,,,,,,,pancreatitis aguda,,,,,,,,,,,,,,,,,,οξεία παγκρεατίτιδα,,acute pancreatitis,,pancreatitis aguda,,,,پانکراتیت حاد,,,,pancréatite aiguë,,,,,,,,,,,,,,,,,,דלקת לבלב חריפה,,,,,Heveny hasnyálmirigy-gyulladás,,,,,,,,pancreatite acuta,急性膵炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akūts pankreatīts,,,,,,,Акутен панкреатит,,,,Radang pankreas akut,,,,,,,,,akutt pankreatitt,,,एक्युट प्यान्क्रियाटाइटिस,,,,,,,,,,,,,,,Ostre zapalenie trzustki,,,,pancreatite aguda,,,,,Острый панкреатит,,,,,,,,,,,,,Akutni pankreatitis,,,Akutni pankreatitis,,,,,,,,,,,,,,,ตับอ่อนอักเสบเฉียบพลัน,,,,,,Akut pankreatit,,,,,,,Гострий панкреатит,,,,,,viêm tụy cấp,,,,,,,,,,,,,,,
DOID:2914,,,,,,,اضطراب مناعي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immune system disease,,enfermedad inmunológica,,,,,,,,maladie immunitaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malattia del sistema immunitario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gangguan imun,,,,,,,,,,,,,,immunologisk sjukdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type IV hypersensitivity,,hipersensibilidad de tipo IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,延遲性過敏反應,
DOID:2917,,,,,,,وجود الغلوبيولينات البردية في الدم,,,,,,,,,,,,,,,,,,,,,,,,Crioglobulina,,,,,,,,,,,,Kryoglobulinämie,,,,,,,,cryoglobulinemia,,Crioglobulinemia,,,,کریوگلوبولینمی,,,,Cryoglobulinémie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crioglobulinemia mista essenziale,クリオグロブリン血症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cryoglobuline,,,,,,,,,,,,,,Krioglobulinemia,,,,crioglobulinemia,,,,,,,,,,,,,,,,,,,,,Krioglobulinemija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraproteinemija,,,,,,,,,,,,,,Paraproteinämie,,,,,,,,Paraproteinemia,,Gammapatía monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monokloninės gamapatijos,,,,,,,,Парапротеинемија,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gammapatia monoklonalna,,,,,,,,,Парапротеинемия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Membranoproliferative Glomerulonephritis,,,,,,,,membranoproliferative glomerulonephritis,,Glomerulonefritis membranoproliferativa,Membranoproliferatiivne glomerulonefriit,,,,,,,,,,,,,,,Glomerulonefrite membranoproliferativa,,,,,,,,,,,,,Membranoproliferativni glomerulonefritis,,,,,,,,,,glomerulonefrite membrano-proliferativa,膜性増殖性糸球体腎炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glomerulonefrite membranoproliferativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,膜增生性腎小球腎炎,
DOID:2921,,,,,,,التهاب كبيبات الكلى,,,,,,,,,,,,,,,,,,,,,,,,glomerulonefritis,,,,,,,,,,,Glomerulonefritis,Glomerulonephritis,,,,,,,,glomerulonephritis,,glomerulonefritis,Glomerulonefriit,Glomerulonefritis,,گلومرولونفریت,,,,glomérulonéphrite,,,,Glomarúlaineafraíteas,,,,Glomerulonefrite,,,,,,,,,,דלקת פקעיות הכליה,,,Glomerulonefritis,,,,,Glomerulonefritis,,,,,glomerulonefrite,糸球体腎炎,,,,,,,,,Гломерулонефрит,,,,사구체콩팥염,,,,,,,,,,,,,,,,,Nefritas,,,,,,,,,,,,,,,,,,,,,glomerulonefritt,,,,Glomerulonefritis,,,,,,,,,,,,,,Kłębuszkowe zapalenie nerek,,,ګلومېرولونېفرايټس,glomerulonefrite,,,,,Гломерулонефрит,,,,,,,,,,,,,,,Glomerulonefritída,,,,,,,,,glomerulonefrit,,,,,,,,,,,,,,,,,,,,Гломерулонефрит,,Glomerulonefrit,,,,,,,,,,,,,,,,,,,
DOID:2926,,,,,,,متلازمة كليبل-ترينوناي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippel-Trénaunay-Weber-Syndrom,,,,,,,,Klippel–Trénaunay–Weber syndrome,,Síndrome de Klippel-Trenaunay-Weber,,,,,,Klippel-Trénaunay-Weberin oireyhtymä,,Syndrome de Klippel-Trenaunay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sindrome angio-osteoipertrofica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KTW,,,,,,,,,,,,,Syndroom van Klippel-Trenaunay,,,,,,,,,,,,,,Zespół Klippla-Trénaunaya,,,,Síndrome de Klippel-Trenaunay-Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippel-Trénaunay,,,,,,,,,,,,,,,,,,,,Синдром Кліппеля-Треноне,,,,,,,,,,,,,,,,,,,,,
DOID:2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleutenkrankheit,,,,,,,,Aleutian disease,,,Naaritsate aleuudi haigus,,,,,Aleutian tauti,,Maladie aléoutienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleoetse nertsziekte,,,,,,,,,,,,,,,,,,Doença aleutiana do vison,,,,,алеутская болезнь норок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2935,,,,,,,متلازمة شدياق-هيغاشي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chediakův-Higashiho syndrom,,,,,Chediak-Higashi-Syndrom,,,,,,,,Chediak-Higashi syndrome,,Síndrome de Chédiak–Higashi,,,,,,Chédiak–Higashin oireyhtymä,,Syndrome de Chediak Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sindrome di Chédiak-Higashi,チェディアック・東症候群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zespół Chediaka-Higashiego,,,,Síndrome de Chediak-Higashi,,,,,,,,,,,,,,,,,,,,,Chédiak-Higashijev sindrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parvovirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Інфекція, яку спричинює герпесвірус людини 8-го типу",,,,,,,,,,,,,,,,,,,,,
DOID:2938,,,,,,,عدوى فيروس إبشتاين بار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epstein–Barr virus infection,,,,,,عفونت اپشتین بار ویروسی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Герпесвірусні інфекції,,,,,,,,,,,,,,,,,,,,,
DOID:2942,,,,,,,التهاب القصيبات,,,,Bronquiolitis,,,,,,,,,,Бронхиолит,,,,,,,,,,bronquiolitis,,,,,,,,,,,,Bronchiolitis,,,,,,,,bronchiolitis,,bronquiolitis,,Bronkiolitis,,برونشیولیت,,,,bronchiolite,,,,,,,,,,,,,,,,,,דלקת סימפונונות,,,,,,Բրոնխիոլիտ,,Bronkiolitis,,,,,bronchiolite,,,,,,,,,,Бронхиолит,,,,모세기관지염,,,,,,,,,,,,,,,,,,,,,,Bronchiolite,,,,,,,,,,,,,,,,Bronkiolitt,,,,bronchiolitis,,,,,,,ବ୍ରୋଙ୍କିଓଲାଇଟିସ,,ਬਰਾਨਕਿਆਲਿਟੀਸ,,,,,Ostre zapalenie oskrzelików,,,,bronquiolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronkiolit,,,,,,,หลอดลมฝอยอักเสบ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2945,,Ernstige akute respiratoriese sindroom,,,,,التهاب رئوي لانمطي حاد,,,,Síndrome respiratoriu agudu grave,,,,,,,,,,,,,,,,,,SARS,,síndrome respiratòria aguda greu,,,,,,,SARS,,,,SARS,schweres Akutes Atemwegssyndrom,,,,ސާރސް,,,,severe acute respiratory syndrome,Netipa pneŭmonio,síndrome respiratorio agudo severo,,,,بیماری سارس,,SARS,,syndrome respiratoire aigu sévère,,,,Géarshiondróm trom riospráide,,,,Síndrome respiratoria aguda severa,,,,,,,,,,סארס,सीवियर एक्यूट रेस्पिरेटरी सिंड्रोम,,Teški akutni respiratorni sindrom,,SARS,Սուր Անակնկալ Շնչառական Համախտանիշ,,SARS,,,,Heilkenni alvarlegrar bráðrar lungnabólgu,SARS,重症急性呼吸器症候群,,,SARS,,,,,,,,,,중증 급성 호흡기 증후군,,,,,,,,,,,,,,SARS,,,SARS,SARS,,,,,,,,,,सार्स,Penyakit SARS,,,,,,,Giâm-tiōng Kip-sèng Ho͘-khip-tō Chèng-hō͘-kûn,,SARS,SARS,,,SARS,SARS,,,,,,,,ਸਾਰਸ,,,,,SARS,,,,síndrome respiratória aguda grave,,,,SARS,Тяжёлый острый респираторный синдром,,,,,,,,,,,,,SARS,සාස් රෝගය,,SARS,,,,тешки акутни респираторни синдром,,,,sars,,,சார்சு,,,,กลุ่มอาการทางเดินหายใจเฉียบพลันรุนแรง,,,SARS,,,Şiddetli akut solunum yolu sendromu,,,,,,,Тяжкий гострий респіраторний синдром,,,,,,Hội chứng hô hấp cấp tính nặng,,,,,,严重急性呼吸道综合症,,,,,沙士,,,嚴重急性呼吸系統綜合症,
DOID:2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,коронавірусна інфекція,,,,,,,,,,,,,,,,,,,,,
DOID:2947,,Geelkoors,,,,,حمى صفراء,,,,Fiebre mariello,,,Sarı qızdırma,,,,,Жоўтая ліхаманка,,Жълта треска,,,,পীতজ্বর,,,,Žuta groznica,,febre groga,,,,,,,žlutá zimnice,Żôłtô ògrôżka,,,Gul feber,Gelbfieber,Tööc,,,ރީނދޫ ހުން,,κίτρινος πυρετός,,yellow fever,flava febro,fiebre amarilla,Kollapalavik,Sukar hori,,تب زرد,,Keltakuume,,fièvre jaune,,,,Fiabhras buí,,,,Febre amarela,,,,,,,,,,קדחת צהובה,पीतज्वर,,Žuta groznica,Lajonis,Sárgaláz,Դեղին տենդ,,Demam kuning,,,,,febbre gialla,黄熱,,,,,,,,,,,,ಕಾಮಾಲೆ,황열,,,,,,,,,,,Enkaka,,,,Fièvre jaune,,Geltonasis drugys,Dzeltenais drudzis,,,,,,,жолта треска,മഞ്ഞപ്പനി,,,Demam kuning dewasa,,,,,,,,,Gulfeber,,,,gele koorts,,,,,,,ପୀତ ଜ୍ୱର,,,,,,,Żółta febra,,,,febre amarela,Fiebre amarilla,,,Febra galbenă,Жёлтая лихорадка,,,,,,,,,,,,,Žuta groznica,,,Rumena mrzlica,,,,жута грозница,,,,gula febern,Homa ya manjano,,மஞ்சள் காய்ச்சல்,,,,ไข้เหลือง,ብጫ ረስኒ,,,,,Sarıhumma,,,,,,,Жовта гарячка,زرد بخار,,,,,Sốt vàng,,,,,,,,,,Ìbà pọ́njú-pọ́ntọ̀,黃熱病,,,黄热病,
DOID:2951,,,,,,,داء الحركة,,,,,,,Dəniz xəstəliyi,,,,,Хвароба руху,Хвароба руху,Кинетоза,,,,,,,,,,cinetosi,,,,,,,Kinetóza,,,Salwch symud,transportsyge,Reisekrankheit,,,,ހަރަކާތުގެ ބަލި,,,,motion sickness,,cinetosis,,,,بیماری حرکت,,Matkapahoinvointi,,cinétose,,,,Tinneas gluaisne,,,,,,,,,,,,,,מחלת נסיעה,,,,,Utazási betegség,,,Mabuk gerak,,,,Sjóveiki,chinetosi,乗り物酔い,,,,,,,,,Теңіз ауруы,,,,멀미,,,,,,,,,,,,,,,,,,jūras slimība,,,,,,,,,,,,,,,,,,,,Sjøsyke,,,,reisziekte,,,,,,,,,,,,,,Choroba lokomocyjna,,,,cinetose,,,,Rău de mișcare,Морская болезнь,,,,,,,,,,,,,Bolest kretanja,,,,,,,болест кретања,,,,rörelsesjuka,,,பயணப்பிணி,,,,ป่วยจากการเคลื่อนไหว,,,,,,Kinetozis,,,,,,,Морська хвороба,,Dengiz kasalligi,,,,Say tàu xe,,,,,,,,,,,暈浪,,,晕动病,
DOID:2957,,,,,,,,,,,,,,,,,,,туберкулёз лёгкіх,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,туберкулёз лёгких,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trichothiodystrophie,,,,,,,,photosensitive trichothiodystrophy,,Tricotiodistrofia,,,,,,,,Trichothiodystrophie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trichotiodystrofia,,,,,,,,,Трихотиодистрофия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2962,,,,,,,متلازمة كوكاين,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cockayne-Syndrom,,,,,,,,Cockayne syndrome,,Síndrome de Cockayne,,,,,,Cockaynen oireyhtymä,,Syndrome de Cockayne,,,,,,,,Leucodistrofia ortocromática,,,,,,,,,,,,,,,,,,,,,,,sindrome di Cockayne,コケイン症候群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zespół Cockayne'a,,,,Síndrome de Cockayne,,,,,Синдром Коккейна,,,,,,,,,,,,,,,,,,,,Кокејнов синдром,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,柯凱因氏症候群,
DOID:2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,periartrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2965,,,,,,,التهاب الجراب,,,,,,,,,,,,Бурсіт,,Бурсит,,,,,,,,,,bursitis,,,,,,,Bursitida,,,,,Bursitis,,,,,,,,bursitis,,bursitis,,,,بورسیت,,,,hygroma,,,Slymbeursûntstekking,Saicíníteas,,,,,,,,,,,,,,,,,,,,Բարձիկաբորբ,,Bursitis,,,,,borsite,,,,,ბურსიტი,,,,,,,,,,,,,,Бурсит,Bursitis,,,,,,,,,,,Bursitas,,,,,,,,Бурзитис,,,,,,,,,,,,,bursitt,,,,slijmbeursontsteking,,,,,,,,,,,,,,,,,,bursite,,,,,Бурсит,,,,,,,,,,,,,,,,,,,,,,,,bursit,,,,,,,เบอร์ไซติส,,,,,,Bursit,,,,,,,Бурсит,,Bursit,,,,,,,,,,,,,,,,,,黏液囊炎,
